Hellfeld, Johann August von		: B. Rathaus, Neugasse (23) (Eigentümer); 	: 1. (1858) Postgasse 7, Gebäude 1945 zerstört; 2. (nach 1934) Neugasse 23, erneuert 1989
Henke, Ernst Ludwig Theodor		: Bachgasse/Quergasse (15) ("Zur Schweiz")	: (1929) ebd.
Hennings, Justus Christian		: Kollegiengasse (7)	: (1858) ebd., Gebäude 1945 zerstört
Herbart, Johann Friedrich	http://de.wikipedia.org/wiki/Herbart	: Leutragasse (5)	: (1858) ebd., befand ,ich 1934 Leutrastr. 7, Gebäude 1945 zerstört; E
Hermann, Johann Gottfried Jakob		: Schloßgasse (9)	: (1858) ebd., verloren vor 1934
Hertwig, Oskar	http://de.wikipedia.org/wiki/Oscar_Hertwig		
Hertwig, Richard (von)	http://de.wikipedia.org/wiki/Richard_Hertwig	: Unterm Markt (1), Teichgraben (b. Huschke), Am Prinzessinnengarten (9)	: (vor 1934) Marienstr. 9, Gebäude 1987 abgerissen
Herzlieb, Wilhelmine (gen. Minchen)	http://de.wikipedia.org/wiki/Herzlieb	: Fürstengraben (18), Johannisgasse (16)	: (1928) Johannisstr. 16, 1977 erneuert
Heß, Christian Ludwig		: Jenergasse (16), Leutragasse (5), Bachgasse	: (1991) Jenergasse 16
Hesse, Gustav		: Stoystr. 2, Botzstr. 9	: (nach 1934)Dr.Otto-Nuschke-Str. 9
Hettner, Gerhard		: Johann-Friedrich-Str. 27	: (nach 1945) Helmholtzweg 5 (Physikalisches Institut)
Hettner, Hermann		: Kirchplatz, Am Erfurter Tor	: (vor 1928) Am Kreuz 4, Gebäude 1945 zerstört; E
Heym, Georg	http://de.wikipedia.org/wiki/Georg_Heym	: Schützenstr.	: (1989) Zwätzengasse 14
Hildrichs (Hildericus von Varel), Edo		: unbekannt	: (1858) Am Kreuz 4, Gebäude 1945 zerstört
Hilgenfeld, Adolf	http://de.wikipedia.org/wiki/Adolf_Hilgenfeld	: Kollegiengasse, Paradiesgasse, Markt, Unterm Markt, Fürstengraben (18)	: (vor 1928) Goetheallee 18
Hilgenfeld, Heinrich Karl Otto		: Fürstengraben 18	: (nach 1945) Goetheallee 18
Himly, Karl Gustav	http://de.wikipedia.org/wiki/Himly	: B. Rathaus	: (1858) Postgasse 7, Gebäude 1945 zerstört
Hirzel, Rudolf		: Unt. Löbdergraben, Käsernenstr. (7), Forstweg (29)	: (vor 1928) Prof.-IbrahimStr. 29
Hodler, Ferdinand	http://de.wikipedia.org/wiki/Ferdinand_Hodler	: Botzstr. 5	: (1980) Dr.-Otto-Nuschke-Str. 5
Hölderlin, Friedrich	http://de.wikipedia.org/wiki/H%C3%B6lderlin	: vermutlich Unterlauengasse, Grietgasse (Voigts Gartenhaus), Gartenhaus am Fuße des Hausbergs	: 1. (1858) Zwätzengasse 16, verloren vor 1934; 2. (nach 1991) Unterlauengasse 9
Höllein, Emil		: Kronfeldstr. 16, Löbdergraben 19, Jenerzasse 12 und 6	: (nach 1991) Jenergasse 12
Höroldt (auch Herold), Johann Gregor(ius)	http://de.wikipedia.org/wiki/H%C3%B6roldt	: Markt (20) (Geburtshaus)	: (nach 1991) ebd.
Hoffmann, Andreas Gottlieb		: Zwätzengasse (9)	: (1929) ebd., erneuert 1989
Hoffmann, Friedrich	http://de.wikipedia.org/wiki/Friedrich_Hoffmann	: unbekannt	: 1. (1858) Krautgasse, verloren vor 1934; 2. (nach 1991) Coll. Jen.
Hoffmann von Fallersleben, August Heinrich	http://de.wikipedia.org/wiki/August_Heinrich_Hoffmann_von_Fallersleben	: unbekannt	: (nach 1934) Markt 22 ("Zur Sonne"), verloren 1973
Holzmann-Czapski, Helene		: Forstweg 23	: (nach 1991) Prof.-Ibrahim-Str. 23
Huch, Ricarda	http://de.wikipedia.org/wiki/Ricarda_Huch	: Forstweg 16, Sophienstr. 1, Ob. Philosophenweg 72	: (1964) Ricarda-HuchWeg 26
Hufeland, Christoph Wilhelm	http://de.wikipedia.org/wiki/Christoph_Wilhelm_Hufeland	: Fürstengraben (18)	: (1858) Goetheallee 18
Hufeland, Gottlieb	http://de.wikipedia.org/wiki/Gottlieb_Hufeland	: Engelplatz (8), Leutragasse (5)	: (1858) Engelplatz 8, Gebäude 1900 abgerissen, erneuert 1991 (Nachfolgebau)
Humboldt, Alexander Frhr. von	http://de.wikipedia.org/wiki/Alexander_von_Humboldt	: vermutlich Unterm Markt (4)	: 1. (1858) Postgasse 7, verloren vor 1934; 2. (vor 1928) Unterm Markt 4, verloren 1973, erneuert 1990, 3. (1989) Wöllnitzer Str. (,Teufelslöcher")
Humboldt, Wilhelm Frhr. von	http://de.wikipedia.org/wiki/Wilhelm_von_Humboldt	: vermutlich Unterm Markt (4)	: 1. (1858) Postgasse 7, Gebäude 1945 zerstört; 2. (1858) Zwätzengasse 9, verloren vor 1934; 3. (vor 1934) Unterm Markt 4, verloren 1973, erneuert 1990
Hund, Friedrich	http://de.wikipedia.org/wiki/Friedrich_Hund	: Von-Hase-Weg 19, Otto-Devrient-Str. 16a	: (nach 1951) Helmholtzweg 5 (Physikalisches Institut)
Husanus (eigtl. Hansen), Heinrich		: H. d. Kirche (7/8)	: (nach 1934) Goetheallee 8
Huschke, Emil		: Unterm Markt, Schloßgasse, Teichgraben	: (1858) Teichgraben, Gebäude um 1900 abgerissen (wegen Bau Schillerstr.), neue Anhringung: Teichgraben7 (Anatomisches Institut), erneuert 1929 und 1977
Ibrahim, Murad Jussuf Bey	http://de.wikipedia.org/wiki/Jussuf_Ibrahim	: Sophienstr. 7, Kasernenstr. 10	: (1963) Rathenaustr. 10
Ilgen, Karl David		: B. Rathaus	: (1858) Postgasse7, Gebäude 1945 zerstört
Jacobs, Christian Friedrich	http://de.wikipedia.org/wiki/Friedrich_Jacobs_%28Philologe%29	: B. Rathaus	: (1858) Postgasse 7, Gebäude 1945 zerstört
Jahn, Friedrich Ludwig	http://de.wikipedia.org/wiki/Friedrich_Ludwig_Jahn	: unbekannt	: (1858) Löbderstr. 4, verloren vor 1934; E
Johann Friedrich L, der Großmütige	http://de.wikipedia.org/wiki/Johann_Friedrich_I._%28Sachsen%29	: Schloß: 	: 1. (1832) Fürstenbrunnen, erneuert 1973; 2. (vor 1934) Lutherplatz 2 ("Schwarzer Bär"); 3. (1979) Coll. Jen.
Joos, Georg	http://de.wikipedia.org/wiki/Georg_Joos	: Kaiser-Wilhelm-Str. 7a	: (nach 1945) Helmholtzweg 5 (Physikalisches Institut)
Jung, Franz	http://de.wikipedia.org/wiki/Franz_Jung	: Zwätzengasse 14: 	: (1989) ebd.
Kalkowsky, Ernst		: Wagnergasse (28), Weimar-Geraer-Bahnhofstr. (9), Lichtenhainer Str. (1)	: (1929) Schillerstr. (Mineralogisches Institut), Gebäude 1945 zerstört
Kaltschmid, Karl Friedrich		: Markt (5), 	: 1. (1858) ebd., verloren 1933; 2. (1977) Teichgraben 7 (Anatomisches Institut)
Karl V.	http://de.wikipedia.org/wiki/Karl_V._%28HRR%29	: Schloß	: (um 1905) Erfurter Str. 98 (ehemaliges Schloßtor)
Keller, Oskar		: Unt. Philosophenweg (29), Johann-Griesbach-Str. (9)	: (vor 1971) Neugasse 24 (ehemaliges Pharmazeutisches Institut)
Kessel, Johannes		: Erfurter Str., Berggasse (1), V. d. Neutor (2)	: (nach 1934) Quergasse 15
Kieser, Dietrich Georg von	http://de.wikipedia.org/wiki/Dietrich_Georg_von_Kieser	: Eichplatz, Am Paradies	: (vor 1928) Paradiesgasse 3, verloren nach 1934; E
Kirch, Gottfried		: unbekannt	: (1858) Johannisplatz 10, verloren nach 1934; E
Kirchner, Ernst Ludwig	http://de.wikipedia.org/wiki/Ernst_Ludwig_Kirchner	: Erfurter Str. 74	: (nach 1991) ebd.
Kläber, Kurt (Ps. Kurt Held)	http://de.wikipedia.org/wiki/Kurt_Kl%C3%A4ber	: Frauengasse 20 (Geburtshaus), Katharinenstr. 9, 	: (1989) Frauengasse 20 (Nachfolgebau)
Klingemann, Ernst August Friedrich	http://de.wikipedia.org/wiki/Ernst_August_Friedrich_Klingemann	: Leutragasse (5)	: (1858) Löbdergraben 24, verloren vor 1934
Klopfleisch, Friedrich	http://de.wikipedia.org/wiki/Klopfleisch	: Fürstengraben (20), Löbstedter Str. (11)	: (1929) Coll. Jen., verloren um 1973; E
Klopstock, Friedrich Gottlieb	http://de.wikipedia.org/wiki/Klopstock	: unbekannt	: 1. (1858) Holzmarkt 1, verloren vor 1934; 2. (nach 1991) Coll. Jen.
Kluge, Friedrich	http://de.wikipedia.org/wiki/Friedrich_Kluge	: Weimar-Geraer-Bahnhofstr., Fürstengraben (18)	: (1929) Goetheallee 18
Knebel, Karl Ludwig von	http://de.wikipedia.org/wiki/Karl_Ludwig_von_Knebel	: Schloß, Neugasse (23), Am Paradies	: 1. (1858) Am Paradies, verloren 1971; 2. (1858) Neugasse 23, erneuert 1989
Knopf, Otto Heinrich		: Schillergäßchen 2, Humboldtstr. 16	: (1976) Schillergäßchen 2
Knorr, Ludwig	http://de.wikipedia.org/wiki/Ludwig_Knorr	: Kahlaische Str. (9)	: (1929) ebd., verloren vor 1934; E
Koch, Hermann		:	Weimar-Geraer-Bahnhofstr. (14);		: (vor 1934) ebd., verloren nach 1934
Körner, Fritz Karl Heinrich		: Jenertal 17	: (1977) Teichgraben 7 (Anatomisches Institut), verloren 1987
Körner, Johann Christian Friedrich		: Grietgasse (10)	: (1976) Schillergäßchen 2
Kolesch, Karl		:	Felsenkellerstr.(19),	Forstweg 14;		: (vor 1928) Forstweg 14, verloren nach 1934
Kollar, Jan	http://de.wikipedia.org/wiki/Jan_Kollar	: Nonnenplan (9), Pfarrhaus Lobeda; GT 1. (1858) Nonnenplan 9, verloren vor 1934; 2. (1984) Lobeda, Ernst-Thälmann-Str. 4	: (um 1934) Fürstengraben 19, verloren; bereits damals war über diesen Namensträger nicht mehr zu ermitteln
Kopp, Christian		: vermutlich Jenergasse (14)	: (um 1934) Fürstengraben 19, verloren; bereits damals war über diesen Namensträger nicht mehr zu ermitteln
Koßmann, Robby August		: vermutlich Jenergasse (14)	: (vor 1928) ebd.
Kotzebue, August von	http://de.wikipedia.org/wiki/August_von_Kotzebue	: unbekannt	: (1858) Wagnergasse27, verloren nach 1934; E
Krause, Carl Christian Friedrich		: Am Rähmen (21)	: (1858) ebd., erneuert 1991
Krehl, Ludolf	http://de.wikipedia.org/wiki/Ludolf_von_Krehl	: Stoystr. 2	: (nach 1934) Stoystr. 3
Kreußler, Wilhelm		: u. Fechtboden (Wilhelm und Friedrich): Oberlauengasse(19)	: (1990) ebd.; W. und Fechtboden (Gottfried, Johann Wilhelm, Heinrich Wilhelm und Bieglein-Kreußler): Unterlauengasse(15)
Krug, Wilhelm Traugott	http://de.wikipedia.org/wiki/Wilhelm_Traugott_Krug	: unbekannt.	: (1858) Löbderstr. 5, verloren vor 1934
Kuhlmann, Quirinus	http://de.wikipedia.org/wiki/Quirinus_Kuhlmann	: Jenergasse (10)	: (nach 1990) Jenergasse 1
Kuhnt, Hermann		: Johannisgasse, Gartenstr. (1)	: (1929) Stoystr. 3
Kuithan, Erich		: Reuterstr. 59, Beethovenstr. 34a	: (nach 1991) Beethovenstr. 34a
Kulenkampff, Helmuth		: Urbanstr. 2, Joh.-Griesbach-Str. 20	: (nach 1945) Helmholtzweg 5 (Physikalisches Institut) 
Lange, Ferdinand		: Am Rähmen, A. d. Graben, Schloßgasse; 	: (1975) Philosophenweg (Mauer des Johannisfriedhofs)
Langenbeck, Konrad Johann Martin	http://de.wikipedia.org/wiki/Konrad_Johann_Martin_Langenbeck	: Schloßgasse (12)	: (1858) ebd., verloren nach 1934
Langethal, Christian Eduard		: Zwätzengasse, Unterm Markt, Löbdergasse (3), Saalgasse, Leutragasse (1)	: (vor 1928) Leutrastr. 1, Gebäude 1945 zerstört; 2. (1990) Ernst-Thälmann-Ring 15a
Leibniz, Gottfried Wilhelm	http://de.wikipedia.org/wiki/Gottfried_Wilhelm_Leibniz	: unbekannt	: 1. (1858) Johannisstr. (26) ("Weigelsches Haus"), Gebäude 1898 abgerissen; 2. (vor 1949) UHG (Foyer); 3. (nach 1991) Coll. Jen.
Leist, Carl Burkhardt Wilhelm		: Markt, Fischergasse, Zwätzengasse(9)	: (1929) Zwätzengasse 9, erneuert 1989
Lemke, Rudolf Hermann		: Am Rähmen 2l	: (1986) Philosophenweg 3 (Klinik für Psychiatrie und Neurologie)
Lenz, Georg			
Lenz, Johann Georg		: Johannisgasse(15)	: (1929) Schillerstr. (Minerologisches Institut), Gebäude 1945 zerstört; E
Leskien, August Johann Heinrich	http://de.wikipedia.org/wiki/Leskien	: unbekannt.	: (vor 1934) Marienstr. 9, Gebäude 1987 abgerissen
Leupold, Jacob	http://de.wikipedia.org/wiki/Jacob_Leupold	: unbekannt	: (1858) Johannisstr. 23, Gebäude 1945 zerstört
Lichtenstein, Martin Heinrich Carl	http://de.wikipedia.org/wiki/Martin_Lichtenstein	: unbekannt	: (1858) Löbderstr. 12, Gebäude 1945 zerstört
Liebknecht, Karl	http://de.wikipedia.org/wiki/Karl_Liebknecht	: Wiesenstr. 10	: (1966) Zwätzengasse 16, erneuert 1989
Liebmann, Otto	http://de.wikipedia.org/wiki/Otto_Liebmann	: Unt. Jüdengraben	: (1929) Villengang 3
Liebmann, Paul		: unbekannt	: (nach 1991) Coll. Jen.
Limnäus (eigtl. Wirn), Georg		: unbekannt	: (nach 1991) Coll. Jen.
Linck, Gottlob Eduard		: Carl-Zeiß-Platz 3, Wildstr. 16, Otto-Devrient-Str. 4; 	: (nach 1991) Otto-DevrientStr. 4
Lipsius, Justus	http://de.wikipedia.org/wiki/Justus_Lipsius	: unbekannt	:1. (1858) Eichplatz (2) (Jüdenmühle), Gebäude 1969 abgerissen; 2. (nach 1991) Coll. Jen.
Lipsius, Richard Adalbert			
Liscow, Christian Ludwig	http://de.wikipedia.org/wiki/Liscow	: unbekannt	: (1858) Wagnergasse 31
Liszt, Franz (von)	http://de.wikipedia.org/wiki/Liszt	: Am Prinzessinnengarten (9), Schillerstr., Ob. Philosophenweg (5), Carl-Zeiß-Platz	: (nach 1991) Goetheallee 7
Litzmann, Berthold		: Am Prinzessinnengarten (9), Schillerstr., Ob. Philosophenweg (5), Carl-Zeiß-Platz	: (nach 1991) Carl-Zeiß-Platz 4
Lobeck, Christian August		: unbekannt	: (1858) Zwätzengasse 16, verloren nach 1934
Loder, Justus Christian von	http://de.wikipedia.org/wiki/Loder	: Schloß	: 1. (1858) Schloß, Gebäude 1904/05 abgerissen; 2. (1929) Teichgraben 7 (Anatomisches Institut), erneuert 1977; 3. (nach 1945) Jenergasse 8, erneuert nach 1991
Loening (bis 1875 Löwenthal), Richard		: V. d. Erfurter Tor, Hohe Str. (8)	: (1929) Hohe Str. 8; verloren nach 1934; E
Löscher, Valentin Ernst	http://de.wikipedia.org/wiki/Valentin_Ernst_L%C3%B6scher	: unbekannt	: (1858) H. d. Rinne 9, verloren vor 1934
Lorenz, Ottokar		: Johannisgasse, Kasernenstr. (7)	: (vor 1934) Kasernenstr. 7, verloren nach 1934
Lubosch, Wilhelm		: Engelstr. (7), Carl-Zeiß-Platz (1)	: (1977) Teichgraben7 (Anatomisches Institut)
Luden, Heinrich	http://de.wikipedia.org/wiki/Heinrich_Luden	: H. d. Kirche, Unterm Markt (2), Leutragasse (5), Über der Engelbrücke: 1. (1858) Leutrastr. 5, Gebäude 1945 zerstört; 2. (vor 1934) Westbahnhofstr. 3, verloren nach 1934; 3. (vor 1934) Schloßgasse 17, Gebäude 1945 zerstört; 4. (1990) Unterm Markt 2
Luden, Johann Heinrich Gottlieb		: Leutragasse (5), Jenergasse, Eichplatz, Fürstengraben (30)	: (vor 1934) Fürstengraben 30, verloren nach 1934
Ludwig, August		: Von-Hase-Weg 11	: (1961) ebd.
Ludwig, Friedrich Hermann		: Schloßgasse (17), Leutragasse (10); 	: (1987) Neugasse 24 (ehemaliges Pharmazeutisches Institut)
Luther, Martin	http://de.wikipedia.org/wiki/Luther	: Lutherplatz 2 ("Schwarzer Bär")	: 1. (1858) ebd.; 2. (um 1905) Erfurter Str. 98 (ehemaliges Schloßtor)
Luther, Paul	http://de.wikipedia.org/wiki/Paul_Luther	: unbekannt	: (1858) Neugasse 23, erneuert 1989
Lyncker, Nikolaus Christoph von		: Unterm Markt (1), Schloßgasse (3) (Eigentümer); 	: (1858) Unterm Markt 1, Gebäude 1945 zerstört; E
Macan, Reginald		: unbekannt	: (vor 1928) Jenergasse 14
Major, Johann		: H. d. Kirche (5) (Superintendentur); 	: 1. (1858) ebd., Gebäude 1945 zerstört, 2. (vor 1928) Goetheallee 18
Mann, Thomas		: Weimar	: (1991) Goetheallee7
Manso, Johann Caspar Friedrich		: unbekannt	: (1858) Postgasse 7, Gebäude 1945 zerstört
Marezoll, Johann Gottlob		: H. d. Kirche (5) (Superintendentur), Schillergäßchen (2) (Eigentümer)	: (1858) H. d. Kirche 5, Gebäude 1945 zerstört
Marshall, William		: Jenergasse (14)	: (vor 1934) ebd.
Martin, Christoph Reinhard Dietrich		: Löbdergraben	: (1858) Ernst-Thälmann-Ring 28, erneuert 1983
Martin, Eduard Arnold		: Löbdergraben, Johannisgasse (16), Unterm Markt, Kollegiengasse	: (1929) Johannisstr. 16, erneuert 1976
Marx, Karl		: Quergasse 6, Schaefferstr. 14	: (vor 1949) UHG (Foyer)
Matthes, Hermann		: Quergasse 6, Schaefferstr. 14	: (1987) Neugasse 24 (ehemals Pharmazeutisches Institut)
Maurer, Friedrich		: Philosophenweg 20	: (1977) Teichgraben7 (Anatomisches Institut)
Melanchthon, Philipp		: Coll. Jen.	: (1858) Coll. Jen., erneuert 1979
Mellinger, Johann		: vermutl. H. d. Kirche	: (nach 1991) ebd.
Mereau, Friedrich Karl Ernst		: Jenergasse/H. d. Kirche	: (1929) Bibliotheksplatz (UB), Gebäude 1945 zerstört
Meyer, Christian Wilhelm Georg		: Forstweg (8), Neugasse	: (vor 1928) Forstweg 19, verloren nach 1934
Meyer, Johann Heinrich		: Griesbachsches Gartenhaus	: (um 1900) Am Planetarium 7, gestohlen 1979, erneuert 1990
Meyer-Steineg, Theodor		: Herderstr. 22, Roonstr. 6, Bismarckstr. 14 (Klinik); 	: (1990) Lasallestr. 6
Meyfart, Johann Matthäus		: unbekannt	: (1990) Johannisstr. (Stadtmauer)
Michael, Johann (gen. Michel Buchführer)		: Markt	: (1991) Markt 11
Michels, Viktor Karl Theodor		: Talstr. (1), Carl-Alexander-Platz (2)	: (1929) Alexander-Puschkin-Platz 2,
Michelsen, Andreas Ludwig Jacob		: Fürstengraben, Jenergasse	: 1. (vor 1928) Goetheallee 18; 2. (vor 1934) Unterm Markt 4, verloren 1973
Möser, Justus		: unbekannt	: (1858) Engelplatz 11, verloren nach 1934, erneuert nach 1991
Monner, Basilius		: Am Kreuz (4)	: (1979) Coll. Jen.
Mosen, Julius		: Jenergasse (6)	: (1858) ebd., verloren vor 1934, erneuert 1989
Mosengeil, Friedrich		: Paradiesgasse/Grietgasse, Heinrichsberg; 	: (vor 1900) Paradiesstr./Grietgasse, Gebäude um 1900 abgerissen, neue Anbringung: Johannisplatz 25, erneuert 1989
Müller, Karl Konrad		: Holzmarkt (2), Carl-Zeiß-Platz (1 und 6)	: (1929) Bibliotheksplatz (UB), Gebäude 1945 zerstört
Müller, Nicolaus Otto		: Löbdergasse (12)	: (vor 1934) ebd., Gebäude 1945 zerstört
Müller, Wilhelm		: Löbdergasse (12)	: (vor 1934) ebd., Gebäude 1945 zerstört
Münchow, Karl Dietrich von		: Schillergäßchen (2)	: (1858) ebd., erneuert 1976
Musäus, Johann Karl August		: unbekannt	: (1858) Markt 3 (Hofapotheke), Gebäude 1945 zerstört; E
Musäus (Meusel), Simon		: H. d. Kirche ("Wedelei")	: (1858) ebd., Gebäude 1880 abgerissen
Muther, Theodor		: B. Rathaus	: (1934) Ludwig-WeimarGasse 7, Gebäude 1945 zerstört
Mylius, Johann Christoph		: unbekannt	: (1929) Bibliotheksplatz (UB), Gebäude 1945 zerstört
Napoleon I. (Napoleon Bonaparte)		: Schloß	: (um 1905) Erfurter Str. 98 (ehemaliges Schloßtor)
Naumann, Ernst Carl Friedrich		: Neugasse, Wagnergasse, V. d. Erfurter Tor, Löbdergraben (6), Ernst-Haeckel-Platz (4)	: (1990) Ernst-Thälmann-Ring 6
Nees von Esenbeck, Christian Gottfried Daniel		: Lutherplatz, neben "Schwarzer Bär"; 	: (1858) ebd., Gebäude vor 1934 abgerissen
Neubauer, Johann Ernst		: unbekannt	: (1977) Teichgraben 7 (Anatomisches Institut)
Neubauer, Theodor		: Leutrastr. (25), Karolinenstr. (3), Bürgelsche Str. 55, St.-Jakob-Str. 12	: (1983) UHG (Foyer)-
Niedner, Johannes		: Jahnstr. 4, Kaiserin-Augusta-Str. 19, Humboldtstr. (7)	: (1929) Humboldtstr. 13, verloren nach 1934
Niethammer, Friedrich Immanuel		: A. d. Graben, Leutragasse (5)	: (1858) Leutrastr. 5, Gebäude 1945 zerstört.; E
Nipperdey, Carl Ludwig		: Sitzenplan, Leutragasse (33)	: (vor 1928) Leutrastr. 33, Gebäude 1945 zerstört
Nippold, Friedrich		:	Kasernenstr. (6),	Erfurter	Str. 9;		: (1929) Erfurter Str. 9, verloren nach 1934
Nonne, Hermann Rudolph		: Jenergasse 14	: (vor 1934) ebd., verloren nach 1934
Nothnagel, Hermann		: V. d. Neutor	: (vor 1928) Sellierstr. 6
Nottke		: Jenergasse (9)	: 1. (1858) ebd., verloren nach 1934; 2. (vor 1934) Goetheallee 25, erneuert 1989 (Jenergasse 9)
Novalis (eigtl. Friedrich Ludwig von Hardenberg)		: Jenergasse (9)	: 1. (1858) ebd., verloren nach 1934; 2. (vor 1934) Goetheallee 25, erneuert 1989 (Jenergasse 9)
Oehme, Christian Gotthilf Immanuel		: Schloßgasse (17)	: (1990) Ernst-Thälmann-Ring 15a
Oemler, Johann Christian Wilhelm		: H. d. Kirche (5) (Superintendentur)	: (1858) ebd., Gebäude 1945 zerstört
Oken (eigtl. Okenfuß), Lorenz		: Johannisgasse (6), Leutragasse (5); 	: 1. (1858) Johannisstr. 6, Gebäude um 1970 abgerissen; 2. (1858) Leutrastr. 5, Gebäude 1945 zerstört; 3. (nach 1991) Coll. Jen.
Ostermann, Heinrich Johann Friedrich		: unbekannt	: (1858) Fürstengraben 6, verloren vor 1934
Oxenstierna, Axel		: unbekannt	: (vor 1928) Unterm Markt 4, verloren 1973, erneuert 1990
Paquet, Alfons		: St.-Jakob-Str. 37, Jenergasse 17	: (vor 1934) Fürstengraben 13 (= Jenergasse 17), verloren nach 1970; E
Paulus, Heinrich Eberhard Gottlob		: Unterm Markt (2)	: 1. (1858) Unterm Markt 4, erneuert 1929, verloren 1973; 2. (1990) Unterm Markt 2
Pfaff, Christian Heinrich		: Kollegiengasse (1)	: (1858) ebd., verloren vor 1934
Pfeiffer, Ernst		: Ob. Löbdergraben	: (1932) Löbdergraben 28, verloren nach 1934
Piersdorf, Julius		: Erfurter Str., Kaiser-Wilhelm-Str., Humboldtstr.	: (1929) Humboldtstr. 24, verloren nach 1934
Poser, Magnus		: Kunitzer Str. 5 (Geburtshaus), Bürgelsche Str. 55	: 1. (1967) Karl-LiebknechtStr. 55; 2. (nach 1945) Kunitzer Str. 5
Posselt, Johannes Friedrich		: Schillergäßchen (2)	: (1858) ebd., 1976 erneuert
Preyer, William Thierry		: V. d. Erfurter Tor, Jüdengraben	: 1. (vor_ 1928) Kaiser-Wilhelm-Str. 17, verloren nach 1934; 2. (1933) Teichgraben 8 (Physiologisches Institut), Gebäude 1945 zerstört
Pringsheim, Nathanael		: Bibliotheksplatz (Botanisches Institut); 	: (vor 1928) ebd., erneuert 1929, 1934 verloren, (vermutlich von den Nationalsozialisten entfernt, da P. jüdischen Glaubens war)
Pufendorf, Samuel von		: unbekannt; 1. 	: (1858) Löbdergraben 32, Gebäude um 1952 abgerissen; 2. (nach 1991) Coll. Jen.
Ratzel, Friedrich		: unbekannt	: (vor 1934) Fürstengraben 19, verloren nach 1934
Regel, Fritz		: Leutragäßchen (6), Zwätzengasse (13), Ziegelmühlenweg (15)	: 1. (1929) Johannisstr. 6, Gebäude 1970 abgerissen; 2. (nach 1991) Am Steiger 3
Reger, Max		: Beethovenstr. 6	: (1929) ebd.
Reichwein, Adolf		: Burgweg 8, Beutenbergstr. 8, Lutherstr. 147	: (nach 1991) Lutherstr. 147
Reimarus, Hermann Samuel		: unbekannt	: (1858) Neugasse 10, verloren vor 1934
Rein, Wilhelm		: Kahlaische Str. 7	: (vor 1928) ebd., erneuert 1929, verloren nach 1934
Reinhold, Carl Leonhard		: Johannisgasse (8), B. Rathaus	: (1858) Postgasse 7, erneuert 1929, Gebäude 1945 zerstört; E
Reinhold, Christian Ernst Gottlieb		: Kollegiengasse (22)	: (1858) ebd., Gebäude 1945 zerstört
Reinthaler, Johann Friedrich		: Zwätzengasse, Jenergasse (14)	: (vor 1928) Jenergasse 14
Reisig, Carl		: Markt (10)	: (1858) ebd., verloren vor 1934
Renner, Theobald		: Schloßgraben, Schloßgasse, B. Johannistot; 	: (1990) Goetheallee 32 (ehemalige Tierarzneischule)
Reuter, Fritz		: Markt (8)	: (vor 1928) ebd., erneuert 1977
Reventlow, Friedrich Graf von		: unbekannt	: (1858) Fürstengraben 13, verloren vor 1934
Ried, Franz Jordan von		: Neugasse (14)	: (vor 1928) ebd., Gebäude 1981 abgerissen; E
Riedel, Bernhard		: Humboldtstr. (14)	: (1929) ebd., verloren nach 1934; E
Ritter, Johann Wilhelm		: Fürstengraben (18), Zwätzengasse	: (1858) Zwätzengasse 9, erneuert 1989
Rörer, Georg		: Johannisgasse	: (1929) Bibliotheksplatz (UB), Gebäude 1945 zerstört; E
Rössle, Robert		: Forstweg 37	: (1989) Prof.-IbrahimStr. 37
Rolfinck, Werner		: H. d. Kirche (7/8)	: 1. (1858) Goetheallee 9, erneuert 1989; 2. (1929) Teichgraben 7 (Anatomisches Institut), erneuert 1977
Rosenthal, Eduard		: Inselplatz, Kahlaische Str. (4)	: (1929) Kahlaische Str. 6, verloren vor 1934 (vermutlich von den Nationalsozialisten entfernt), erneuert nach 1990
Roßbach, Michael Joseph		: V. d. Erfurter Tor	: (1929) Landgrafenstieg 1
Rothe, Karl		: Unterlauengasse, Kirchplatz	: (vor 1934) Unterlauengasse 10 (Seite Löbdergraben), verloren nach 1934
Rudolphi, Carl Asmund		: unbekannt	: (1858) Unterlauengasse 14, Gebäude um 1900 abgerissen, neue Anbringung: Unterm Markt 12a, verloren nach 1934
Rückert, Friedrich		: Jenergasse (9)	: (1858) ebd. (= Goetheallee 25), erneuert 1989
Rückert, Heinrich		: V. d. Johannistor	: (1929) Jenergasse 14
Safarik, Paul Josef		: unbekannt	: (1858) Markt 17, verloren vor 1934; E
Sagittarius, Caspar		: Löbdergasse (6)	: (1858) Löbdergasse 20/21, erneuert 1929, Gebäude 1945 zerstört; E
Salzmann, Christian Gotthilf		: unbekannt	: (1858) Ernst-ThälmannRing 28, erneuert 1983
Sand, Karl Ludwig		: Oberlauengasse	: (nach 1934) Oberlauengasse 11, Gebäude 1986 abgerissen; erneuert 1990 (Nachfolgebau)
Savigny, Friedrich Karl von		: Fürstengraben (16)	: (1858) ebd., erneuert 1929, verloren nach 1934; E
Schäfer, Dietrich		: Fürstengraben (23), Ob. Jüdengraben; 	: (vor 1928) Markt 8, neue Anbringung (vor 1934): Kasernenstr. 11, verloren nach 1934
